Company,Country,Department_1,Department_2,Department_3,Department_4,Salary,Currency
260307196-3,jod,1,2,1,2,1365.70,euro
515362652-0,jod,0,0,1,2,1474.73,Euro
965101348-6,jod,0,0,1,2,1412.28,usd
975616224-4,Jordan,1,0,0,1,1220.21,$
428277119-4,egypt,1,1,0,1,772.73,euro
725619987-2,JOD,0,1,0,2,1135.32,usd
681954060-4,jod,2,2,2,1,1081.98,$
374899346-3,Jordan,1,2,2,1,1486.51,USD
977823177-X,JOD,2,1,1,2,625.40,USD
296923956-6,jod,0,0,1,1,1331.68,euro
734015150-8,Jordan,2,1,0,2,1387.55,Euro
546048701-3,Egypt,2,2,0,2,913.64,usd
355463392-5,JOD,1,2,1,1,883.70,JOD
210473316-2,Kuwait,0,1,2,1,1070.75,USD
951280300-3,Egypt,2,1,2,2,900.94,euro
258871609-1,Kuwait,0,1,0,2,1005.04,USD
017169490-2,JOD,0,0,2,0,1137.15,euro
321371973-0,Egypt,1,2,0,1,1272.54,JOD
919378085-0,Kuwait,0,1,0,1,691.47,Euro
758779384-4,Kuwait,1,1,1,2,978.53,Euro
975654906-8,egypt,1,2,2,1,959.13,$
170560462-5,jod,2,2,0,2,921.61,usd
941078778-5,JOD,2,0,1,0,1217.48,JOD
694200712-9,jod,2,1,1,2,1036.16,usd
276055833-9,egypt,1,0,0,2,1342.40,$
477044281-5,egypt,1,0,2,1,882.57,USD
627855893-9,Kuwait,2,2,0,2,963.56,$
968536498-2,Egypt,0,0,2,0,1082.59,$
516395538-1,egypt,0,2,0,2,1027.07,USD
767458906-4,JOD,2,2,1,2,1368.92,euro
266125420-X,JOD,2,1,1,1,1281.42,USD
289195165-4,egypt,1,1,2,1,1037.89,$
779832115-2,Jordan,0,2,2,0,1181.87,Euro
065015498-3,egypt,2,0,2,0,723.40,usd
473798036-6,jod,2,0,2,2,1373.71,usd
076544531-X,JOD,1,1,1,1,1092.37,$
188797298-6,jod,1,2,0,2,1012.59,euro
460309458-2,JOD,0,1,0,0,805.91,$
940909297-3,,1,2,,0,1149.21,$
638009677-9,Egypt,1,2,1,0,915.63,USD
260809305-1,Egypt,1,0,1,1,1259.47,Euro
521328469-8,Kuwait,2,1,2,2,1010.57,USD
654860126-2,Kuwait,0,1,1,2,781.18,USD
306699501-1,Jordan,2,0,2,0,1223.35,JOD
396904975-X,Kuwait,0,2,2,0,1497.12,JOD
615062975-9,Jordan,1,2,2,0,1445.94,JOD
396181813-4,egypt,0,0,2,1,1401.58,usd
867218590-0,Egypt,2,1,2,1,1216.66,JOD
346681358-1,Kuwait,2,0,2,2,965.17,Euro
020048855-4,egypt,0,1,1,0,644.53,$
363630372-4,JOD,1,1,0,2,825.16,usd
940817962-5,Egypt,2,2,1,2,1349.57,USD
065440277-9,Jordan,1,0,2,0,1007.22,usd
712863858-X,jod,2,1,2,0,1207.25,USD
508260787-1,Jordan,0,1,1,0,1052.46,usd
238953090-7,Jordan,2,1,1,1,1248.85,Euro
896244025-3,Egypt,1,0,0,0,1235.35,euro
542541336-X,JOD,2,1,2,0,673.07,$
276933290-2,Jordan,0,2,0,1,702.92,USD
337653779-8,egypt,1,1,0,0,1115.15,euro
536380732-7,JOD,1,2,2,2,1453.16,usd
864648191-3,JOD,0,0,0,1,814.59,usd
143835736-2,Egypt,1,0,1,0,1068.62,usd
182423452-X,jod,2,1,0,2,919.77,USD
273743670-2,,2,0,,2,1351.75,$
488519184-X,egypt,0,2,1,1,897.55,JOD
304487930-2,JOD,0,2,2,1,1160.41,$
803918696-X,JOD,1,2,0,0,818.41,usd
893584501-9,jod,0,1,0,2,1329.21,euro
556221942-5,Jordan,1,0,2,1,1318.86,euro
591022232-5,JOD,0,1,2,2,1261.03,JOD
852442071-5,Kuwait,0,0,2,0,656.41,JOD
034666428-4,Kuwait,2,0,1,0,984.18,JOD
279597676-5,jod,2,0,2,0,1107.19,euro
471888444-6,Jordan,2,1,2,1,1435.21,$
370433808-7,jod,1,0,2,2,1024.84,JOD
029011543-4,Kuwait,1,0,1,2,1125.48,$
180105914-4,JOD,1,0,0,1,816.01,$
574783833-4,Jordan,0,0,0,0,705.84,$
124003230-7,jod,2,2,0,2,1239.07,JOD
954991166-7,JOD,2,0,2,2,1108.46,Euro
366339788-2,Egypt,1,2,1,2,1370.02,USD
496394340-9,JOD,0,2,0,1,972.26,Euro
815288751-X,Kuwait,2,1,0,2,1113.66,euro
257038374-0,Egypt,0,1,2,2,1222.70,USD
853762919-7,Kuwait,1,0,2,1,635.09,$
999905052-2,Jordan,1,0,0,1,1076.14,USD
228957335-3,egypt,0,0,1,1,865.19,Euro
187299667-1,jod,2,1,2,0,1108.11,JOD
948918399-7,JOD,0,0,0,0,894.71,usd
662532369-1,Kuwait,2,2,0,2,1476.69,JOD
016616180-2,JOD,2,1,2,1,1290.33,Euro
820729304-7,Kuwait,1,0,0,1,663.36,usd
375488269-4,jod,1,1,1,0,1156.14,Euro
446224896-1,Kuwait,2,1,0,1,646.29,$
603315418-5,jod,2,1,0,0,1008.14,Euro
248271446-X,egypt,2,1,1,1,856.03,Euro
291142375-5,egypt,2,0,0,2,925.04,JOD
761929077-X,JOD,2,2,2,2,816.12,Euro
828203766-4,jod,2,2,1,0,834.63,usd
569387147-9,egypt,0,1,0,1,737.82,euro
754957066-3,egypt,1,0,2,0,874.72,euro
034156761-2,Jordan,0,0,1,0,1106.30,$
529148397-0,Jordan,1,2,2,1,1250.61,JOD
570491554-X,Kuwait,0,1,0,0,803.28,usd
406771235-9,JOD,0,1,1,0,809.26,Euro
090654779-2,Egypt,1,1,1,2,625.99,euro
483878197-0,Kuwait,1,1,0,2,709.24,$
345867496-9,Jordan,2,2,1,1,730.52,$
056145002-1,JOD,1,2,1,1,1294.21,$
858995089-1,jod,0,1,0,2,1243.55,JOD
194342945-6,,2,1,,1,1457.81,Euro
825089592-4,JOD,0,1,1,0,1144.24,Euro
562061454-9,jod,2,2,0,2,1077.02,euro
035411426-3,jod,0,1,0,0,1147.14,euro
142833530-7,Kuwait,2,2,1,0,1321.80,euro
492459906-9,Egypt,1,0,1,0,1436.33,usd
848487745-0,Jordan,1,0,2,2,1456.56,euro
653037828-6,Kuwait,2,1,1,2,1153.97,USD
128651209-3,egypt,1,1,2,2,1026.07,$
033713609-2,Jordan,0,1,2,2,1227.29,JOD
341953638-0,JOD,0,0,2,0,1334.83,usd
104682294-2,jod,2,0,1,1,946.55,Euro
481955687-8,egypt,1,0,1,0,1051.64,USD
721672648-0,egypt,2,1,1,2,1284.61,euro
146173873-3,egypt,2,1,0,2,679.30,Euro
216544165-X,Egypt,2,1,2,2,1255.94,Euro
201935758-5,Jordan,0,2,2,2,725.20,usd
268321716-1,jod,1,2,1,2,834.43,euro
904582142-7,JOD,0,0,2,1,1424.74,Euro
659486972-8,jod,1,2,0,1,961.48,$
773373396-0,egypt,1,1,0,1,642.72,USD
315619535-9,Jordan,1,2,0,1,1051.59,Euro
546949005-X,Kuwait,1,2,2,1,1054.87,USD
229659683-5,egypt,1,1,2,1,1451.80,USD
722265631-6,Egypt,1,1,1,0,1470.80,Euro
540022521-7,JOD,2,0,1,0,1398.04,usd
129970890-0,Egypt,1,1,0,2,1298.53,USD
857141341-X,Egypt,1,2,2,2,1283.00,Euro
892606987-7,jod,0,2,2,0,1445.42,JOD
035574981-5,Kuwait,0,0,0,0,1262.60,USD
537275469-9,Kuwait,1,1,0,1,1400.99,$
223799232-0,Jordan,1,0,0,1,1048.39,Euro
573778510-6,Egypt,1,2,0,0,737.74,Euro
492361788-8,JOD,2,2,0,0,609.70,JOD
495561714-X,Kuwait,2,0,1,1,937.27,Euro
654199157-X,Egypt,0,1,2,0,1318.12,$
397108207-6,Jordan,1,1,1,2,1244.90,USD
753969710-5,jod,1,0,1,1,716.01,usd
754049644-4,Kuwait,0,2,2,0,1292.17,Euro
486047818-5,Kuwait,2,0,2,2,646.43,usd
802745660-6,jod,0,1,0,1,1477.46,$
732589894-0,Kuwait,1,2,1,0,1411.77,USD
091653432-4,Jordan,2,2,2,2,1347.34,euro
747646594-6,JOD,0,0,1,2,1104.41,Euro
514264971-0,egypt,1,1,2,2,1446.03,Euro
761172812-1,JOD,1,1,1,2,761.09,$
358133352-X,Egypt,2,0,0,1,694.29,Euro
650747228-X,jod,0,0,0,2,1212.82,euro
020258264-7,Kuwait,1,2,0,1,1085.14,Euro
317493903-8,Kuwait,2,1,2,0,985.81,Euro
303843980-0,egypt,0,1,0,1,1117.80,euro
885621860-7,Jordan,0,0,2,0,1486.13,euro
947509244-7,Egypt,1,1,2,0,615.52,$
772578966-9,JOD,1,2,0,0,937.59,euro
141021930-5,jod,0,1,0,1,1483.64,usd
776995594-7,Kuwait,1,0,0,0,1070.66,JOD
858950179-5,JOD,2,2,2,0,622.49,euro
865804986-8,JOD,1,2,0,2,1350.04,Euro
732071601-1,Kuwait,1,0,1,2,1492.61,JOD
558200415-7,Kuwait,2,2,0,1,1019.64,JOD
674460685-9,egypt,2,0,0,2,1087.25,Euro
215371279-3,jod,1,0,0,1,746.26,usd
934135741-1,Egypt,1,0,1,0,1480.61,euro
092133019-7,jod,0,2,2,1,972.39,JOD
267946445-1,Egypt,2,2,0,2,1358.74,euro
699399720-7,Kuwait,1,0,2,1,1141.10,usd
075042944-5,Jordan,2,1,2,2,937.26,Euro
796393868-8,JOD,1,2,1,2,886.89,Euro
866640322-5,egypt,0,2,2,0,1217.01,JOD
214183025-7,JOD,0,0,0,1,1226.59,euro
834242350-6,JOD,2,1,2,1,1336.77,Euro
957479755-4,JOD,0,1,2,2,708.72,JOD
323242784-7,Egypt,2,2,1,2,1276.29,JOD
195677994-9,jod,0,0,2,1,1146.41,euro
555364843-2,egypt,2,0,1,1,729.70,euro
045874949-4,egypt,2,1,0,1,846.72,$
575533502-8,Egypt,2,0,0,1,1264.81,Euro
393677039-5,jod,1,0,0,2,1444.70,usd
607991612-6,egypt,2,0,2,2,1206.28,USD
234370167-9,Jordan,0,0,2,1,1003.69,JOD
014775938-2,Kuwait,0,1,1,1,1158.19,euro
224606347-7,Jordan,0,2,2,0,734.65,Euro
883135284-9,egypt,0,2,0,1,1033.42,JOD
407133488-6,Kuwait,2,1,1,2,1012.42,Euro
392084399-1,egypt,2,1,1,0,828.72,usd
091430630-8,jod,0,2,2,1,705.36,USD
857269891-4,Egypt,2,0,1,2,1230.52,euro
396422090-6,jod,1,2,0,0,880.30,USD
427751977-6,jod,0,0,1,0,802.91,euro
024427617-X,JOD,0,1,1,2,1111.77,USD
706645976-8,jod,0,0,1,1,1488.27,JOD
341682072-X,JOD,0,2,2,2,882.29,Euro
472226010-9,Kuwait,0,2,1,2,1220.65,JOD
307548128-9,egypt,1,1,2,0,1415.58,JOD
279933932-8,Kuwait,0,2,2,1,1479.03,USD
290897804-0,Egypt,2,1,2,0,1432.36,usd
788822434-2,JOD,1,1,0,2,1498.95,USD
524801454-9,JOD,2,2,0,2,1368.47,$
315841762-6,jod,0,2,0,2,630.91,$
175557815-6,egypt,2,2,0,2,709.47,JOD
412832058-7,jod,1,0,1,2,1379.95,JOD
179591470-X,jod,2,2,1,1,1216.69,euro
683737905-4,Egypt,0,2,2,0,756.91,JOD
539633533-5,Jordan,1,0,0,0,1241.68,Euro
990928333-6,Jordan,0,2,0,0,776.17,JOD
490566280-X,Egypt,2,0,0,0,1435.87,$
901089851-2,Jordan,2,1,1,1,1141.00,$
031309724-0,,0,1,,2,1299.26,USD
322442070-7,JOD,1,1,1,0,1145.43,JOD
566509986-4,Jordan,0,1,2,1,1387.61,usd
622174247-1,Jordan,0,2,2,0,1324.10,JOD
770853351-1,JOD,1,1,2,2,727.20,Euro
931772599-6,jod,1,2,0,0,1273.97,$
155067781-0,egypt,2,1,0,2,919.96,JOD
420574978-3,Jordan,0,0,0,0,1045.52,euro
979006822-0,JOD,2,1,1,0,872.56,Euro
618735796-5,egypt,2,2,2,1,1185.38,JOD
580521264-1,Egypt,0,1,2,1,649.53,JOD
654184951-X,egypt,2,1,2,1,733.92,$
121624079-5,Jordan,0,1,2,2,1427.45,$
407118067-6,egypt,0,2,0,0,759.99,euro
195818143-9,jod,1,2,1,1,896.26,$
523668380-7,JOD,1,1,2,0,1257.26,Euro
968403714-7,jod,2,1,0,1,1323.17,JOD
348149716-4,JOD,1,2,1,1,966.32,euro
237835987-X,Kuwait,0,1,0,1,906.63,JOD
674977542-X,egypt,0,1,0,2,825.70,Euro
181173708-0,Jordan,0,1,1,0,1436.38,JOD
980420205-0,Kuwait,0,1,2,0,1041.12,JOD
724635657-6,JOD,1,1,2,2,1072.65,$
199695840-2,Jordan,1,0,1,2,999.93,Euro
828575966-0,Egypt,1,1,0,0,1421.40,Euro
337175500-2,Kuwait,2,2,2,1,794.37,usd
113045049-X,Kuwait,0,2,1,1,1054.94,euro
277462090-2,Egypt,0,2,0,0,1467.44,$
729018025-9,Egypt,0,0,2,2,986.54,$
071990653-9,Egypt,2,1,1,1,737.43,$
530864747-X,egypt,2,2,2,2,1262.14,$
892125035-2,egypt,2,1,1,2,1386.94,usd
484939577-5,jod,1,2,1,2,1273.05,$
909250622-2,Egypt,0,1,0,1,633.18,usd
517723697-8,Egypt,2,0,0,1,1385.31,$
992033592-4,Kuwait,0,0,0,0,802.75,euro
440588810-8,Egypt,1,2,1,0,746.84,USD
657751625-1,Jordan,2,0,0,0,626.78,JOD
330782174-1,jod,0,2,0,0,1191.36,usd
855983363-3,,1,1,,0,972.65,Euro
315918328-9,egypt,0,0,0,2,1211.19,usd
195107020-8,JOD,1,1,1,1,734.31,USD
697567724-7,jod,1,1,1,2,1108.36,USD
492612737-7,JOD,2,1,2,0,784.23,$
729018025-9,Egypt,0,0,2,2,986.54,$
071990653-9,Egypt,2,1,1,1,737.43,$
530864747-X,egypt,2,2,2,2,1262.14,$
892125035-2,egypt,2,1,1,2,1386.94,usd
484939577-5,jod,1,2,1,2,1273.05,$
909250622-2,Egypt,0,1,0,1,633.18,usd
517723697-8,Egypt,2,0,0,1,1385.31,$
992033592-4,Kuwait,0,0,0,0,802.75,euro
440588810-8,Egypt,1,2,1,0,746.84,USD
657751625-1,Jordan,2,0,0,0,626.78,JOD
330782174-1,jod,0,2,0,0,1191.36,usd
855983363-3,,1,1,,0,972.65,Euro
315918328-9,egypt,0,0,0,2,1211.19,usd
195107020-8,JOD,1,1,1,1,734.31,USD
697567724-7,jod,1,1,1,2,1108.36,USD
