Project_ID,Programming Language,Employee_1,Employee_2,Employee_3,Employee_4,Award,Currency
841543942-3,C++,1,0,0,2,389.69,USD
112256114-8,R,2,1,0,1,312.99,USD
063017598-5,PYTHON,0,2,2,2,429.17,USD
914036782-7,c++,2,1,1,1,194.83,Euro
595140283-2,c++,1,2,0,1,335.44,Euro
049591032-5,R,2,1,0,2,494.01,Euro
720652663-2,,1,1,2,2,208.41,Euro
439985462-6,c++,2,0,0,1,402.25,USD
338366829-0,PYTHON,2,2,0,2,203.51,Euro
292782785-0,C++,2,1,0,1,285.45,JOD
370179711-0,JAVA,2,2,1,2,236.16,Euro
890750078-9,C++,1,,2,2,365.85,USD
896414231-4,java,2,1,0,0,148.50,Euro
038241251-6,JAVA,1,1,2,2,230.10,Euro
290945718-4,R,2,0,1,1,441.01,Euro
341087195-0,Python,2,2,1,2,157.14,USD
438242685-5,PYTHON,0,2,0,2,151.33,Euro
775284471-3,C++,2,2,0,0,229.94,Euro
766195789-2,JAVA,1,0,2,2,214.20,JOD
149462637-3,Python,1,2,2,1,161.05,USD
638652096-3,PYTHON,2,1,0,2,234.83,USD
755726755-9,PYTHON,1,2,0,2,423.74,USD
590302589-7,java,0,1,1,2,150.19,USD
422282733-9,Python,2,1,1,1,435.30,USD
094962391-1,C++,0,0,1,2,470.31,USD
376203896-1,c++,2,0,0,2,450.65,Euro
157246024-5,c++,1,1,1,1,410.73,Euro
276666244-8,Python,2,2,0,1,302.07,JOD
595187563-3,Python,1,1,2,2,447.58,Euro
652113298-9,c++,2,1,0,0,101.16,JOD
743056269-8,java,1,2,1,2,499.13,USD
715510657-7,JAVA,0,2,2,0,230.36,USD
388233177-1,c++,2,0,0,1,483.90,USD
202613698-X,C++,0,2,1,0,116.80,USD
102496968-1,PYTHON,2,0,2,0,272.91,USD
883630657-8,C++,2,1,1,1,167.49,Euro
472898598-9,java,2,2,2,0,340.77,Euro
089945821-1,c++,1,2,2,2,149.41,Euro
414808576-1,PYTHON,2,1,1,2,346.89,JOD
664012285-5,java,2,0,0,2,311.19,JOD
783141772-9,c++,2,0,1,2,149.23,USD
191800555-9,c++,2,1,0,1,483.70,USD
166178644-8,Python,0,0,1,1,456.41,JOD
647865626-8,java,1,1,2,2,295.23,Euro
783804336-0,PYTHON,2,0,1,1,486.66,USD
934986129-1,JAVA,2,2,2,0,374.40,Euro
488550056-7,c++,2,2,2,2,476.78,USD
643997246-4,c++,1,1,1,2,284.98,JOD
283843243-5,Python,2,0,2,0,396.22,Euro
364167823-4,PYTHON,0,1,1,0,310.00,USD
293824345-6,JAVA,0,2,1,2,420.80,JOD
010741209-8,c++,1,0,0,2,328.77,JOD
184147410-X,JAVA,0,0,1,1,115.79,USD
519006065-9,PYTHON,2,0,0,0,102.33,Euro
994593212-8,PYTHON,2,1,0,0,119.14,Euro
080139073-7,JAVA,2,2,0,2,421.28,USD
267348397-7,PYTHON,1,1,2,1,146.51,USD
469144648-6,PYTHON,0,0,2,2,170.26,Euro
397016202-5,java,2,1,2,0,258.92,USD
148310054-5,java,1,2,0,2,348.50,USD
485408668-8,,0,,2,1,429.76,Euro
313064666-3,PYTHON,2,2,1,2,420.02,Euro
698027270-5,PYTHON,0,0,2,2,134.38,USD
287876837-X,PYTHON,1,2,1,2,423.95,Euro
459267377-8,Python,2,,2,2,137.93,JOD
397416671-8,JAVA,0,1,2,0,384.22,USD
210444173-0,C++,0,1,0,1,279.36,JOD
146042027-6,C++,2,1,1,0,257.14,Euro
679533360-4,c++,1,1,0,2,130.03,USD
316285273-0,Python,0,2,1,0,142.92,JOD
051511890-7,Python,0,0,0,1,139.37,Euro
963236628-X,PYTHON,1,2,0,1,479.01,Euro
999062010-5,c++,0,0,0,2,131.61,Euro
372016687-2,JAVA,0,2,2,1,154.45,JOD
509586257-3,R,0,2,0,1,247.70,JOD
114814694-6,JAVA,1,2,2,0,335.90,USD
484413403-5,C++,2,2,2,0,292.40,Euro
810431773-3,c++,2,2,1,2,400.74,USD
719219650-9,JAVA,2,1,1,2,431.79,USD
941959114-X,java,0,0,0,1,206.35,USD
464743270-X,JAVA,2,0,1,0,220.34,Euro
223936192-1,JAVA,0,2,1,2,413.22,Euro
079122046-X,PYTHON,2,1,0,2,282.53,JOD
527172634-7,java,2,2,1,0,445.01,JOD
207794302-5,PYTHON,0,1,0,2,424.55,USD
673962397-X,PYTHON,0,0,2,0,196.76,Euro
272205127-3,java,1,0,2,1,281.49,Euro
184438894-8,C++,0,0,2,2,464.75,JOD
641862089-5,c++,1,1,2,0,484.92,USD
104970623-4,Python,1,1,0,2,124.97,Euro
941260820-9,java,1,2,2,2,346.61,Euro
063684093-X,C++,2,0,0,0,101.08,JOD
290884900-3,,1,0,1,0,323.94,Euro
216714833-X,C++,0,1,2,0,184.10,Euro
377944241-8,c++,1,2,1,1,446.37,USD
883577845-X,JAVA,2,1,0,2,413.67,Euro
408616369-1,PYTHON,2,2,2,0,381.19,USD
527172634-7,java,2,2,1,0,445.01,JOD
207794302-5,PYTHON,0,1,0,2,424.55,USD
673962397-X,PYTHON,0,0,2,0,196.76,Euro
272205127-3,java,1,0,2,1,281.49,Euro
184438894-8,C++,0,0,2,2,464.75,JOD
