ProjectID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
684872153-0,PYTHON,2,2,1,1,316.64,USD
817721301-6,JAVA,1,1,1,2,150.01,jod
517347501-3,r,0,0,0,1,464.21,Euro
295035538-2,R,2,0,0,0,309.63,Euro
434097681-4,JAVA,0,1,2,1,140.98,jod
839818421-3,java,0,1,0,2,457.71,Euro
061228636-3,r,2,2,1,1,464.48,jod
185393391-0,c++,0,2,0,0,121.77,Dollar
311243540-0,JAVA,0,2,0,1,178.88,USD
062875346-2,c++,1,1,1,2,461.43,euro
662309368-0,c++,2,0,2,2,161.19,euro
602836362-6,C++,2,0,2,0,215.00,jod
579797697-8,R,2,0,1,0,347.61,USD
075029645-3,python,0,2,1,1,193.57,euro
701910754-0,Python,2,1,2,1,354.62,JOD
987668925-8,C++,1,2,2,0,301.70,USD
631338823-2,java,2,1,2,0,128.06,euro
305421300-5,r,2,0,2,1,443.81,jod
164342534-X,C++,2,0,2,0,212.45,jod
077752518-6,python,0,1,2,2,199.80,JOD
342398002-8,c++,0,2,1,0,243.26,Dollar
995781623-3,C++,2,1,0,1,107.72,Dollar
649493001-8,PYTHON,2,0,0,2,179.47,euro
128720203-9,java,2,1,1,0,131.29,jod
777035756-X,java,1,0,0,1,127.75,Euro
538000026-6,Python,0,2,2,1,366.98,JOD
671417692-9,R,2,2,1,0,442.34,USD
834495139-9,,1,0,0,1,273.98,JOD
516134138-6,c++,0,2,2,1,409.79,USD
418687070-5,r,1,0,0,1,278.54,JOD
784513261-6,r,2,1,1,1,166.01,USD
150904260-1,java,2,2,0,0,368.63,Euro
860400072-0,C++,1,1,2,2,107.09,Euro
256165367-6,C++,0,2,1,1,342.22,euro
825354152-X,,0,2,1,1,289.05,euro
530648702-5,JAVA,1,2,0,2,177.45,Euro
525559139-4,r,1,2,2,0,214.02,Dollar
777211838-4,R,1,2,2,2,287.03,euro
697736477-7,C++,2,0,2,1,447.19,JOD
791780381-3,PYTHON,2,1,1,2,480.48,euro
668959457-2,PYTHON,2,1,2,1,152.23,Euro
071903775-1,C++,0,2,1,0,421.56,euro
504030500-1,R,0,0,1,0,169.79,jod
815767615-0,Python,1,0,1,0,265.84,JOD
873701885-X,C++,1,0,0,1,109.13,euro
621043152-6,r,0,2,0,0,388.04,JOD
061754059-4,Python,0,2,0,1,108.85,JOD
799053661-7,PYTHON,0,0,0,0,359.75,euro
561363772-5,Python,0,1,2,0,324.87,jod
941906125-6,Python,1,2,0,0,137.64,Dollar
287453709-8,python,0,1,1,1,196.78,euro
782030877-X,PYTHON,0,1,2,0,269.60,euro
833946384-5,c++,2,2,1,0,161.35,Euro
007438680-8,,0,1,1,0,232.42,Euro
897512886-5,r,2,1,0,1,318.23,JOD
952209893-0,Python,2,0,1,1,396.47,Dollar
351344047-2,R,2,0,0,0,299.96,euro
129744299-7,,1,0,2,2,430.05,euro
031381365-5,Python,2,2,0,0,245.66,Euro
754474840-5,JAVA,0,2,0,0,300.81,jod
804857556-6,r,1,2,1,1,470.28,JOD
899129979-2,JAVA,1,1,2,2,194.30,euro
085961143-4,JAVA,2,0,1,2,404.92,Dollar
127744468-4,python,2,0,1,0,247.06,JOD
215352954-9,R,0,1,0,1,460.84,USD
082442101-9,PYTHON,0,1,2,1,425.32,euro
467731749-6,c++,2,0,1,2,416.70,euro
873947874-2,JAVA,0,1,0,2,258.49,Dollar
481783674-1,C++,2,2,1,2,193.08,USD
438936613-0,C++,0,2,2,1,157.97,Dollar
934991897-8,Python,1,2,0,1,233.44,jod
566157396-0,C++,1,0,0,2,371.06,Dollar
679986612-7,Python,2,1,1,2,460.68,euro
741654577-3,C++,2,1,0,2,310.63,JOD
396458393-6,java,0,2,1,0,113.03,jod
020359060-0,R,2,1,2,2,158.25,USD
569565753-9,Python,1,2,0,0,217.98,jod
565134048-3,r,2,2,2,0,325.43,JOD
368120009-2,PYTHON,0,0,1,1,225.09,JOD
315552098-1,python,1,2,0,2,472.87,Dollar
653060573-8,r,1,1,0,1,483.11,jod
882661056-8,Python,0,0,0,2,209.71,jod
409101769-X,java,2,2,2,0,480.60,Euro
145632613-9,JAVA,2,1,0,1,299.83,Dollar
284522531-8,R,0,1,0,1,445.99,JOD
198486891-8,r,2,0,2,0,102.85,USD
470814423-7,Python,1,2,2,2,325.34,JOD
770023016-1,python,1,0,1,0,150.96,JOD
290889789-X,JAVA,1,0,2,2,311.25,Euro
871227470-4,,0,2,2,0,364.89,Euro
841048974-0,C++,2,1,1,0,480.25,USD
987011005-3,java,2,0,1,0,146.56,Euro
945332260-1,R,0,2,0,2,179.89,Dollar
782174290-2,java,0,1,0,0,404.43,euro
479714251-0,R,2,0,1,0,285.52,euro
275270762-2,c++,2,1,2,0,142.41,euro
297993442-9,R,2,0,2,2,374.57,USD
816528875-X,R,0,2,1,0,387.33,jod
663714671-4,r,2,2,2,1,260.98,jod
485303509-5,PYTHON,0,2,2,2,164.84,Euro
823367923-2,java,1,2,1,1,336.48,USD
227055904-5,Python,1,1,1,1,439.29,JOD
106622399-8,PYTHON,1,2,2,2,364.10,JOD
903013694-4,R,1,0,1,1,181.82,Dollar
509452041-5,java,1,0,0,1,257.49,USD
730278566-X,,0,2,2,0,474.29,Euro
990633553-X,r,0,2,2,1,386.28,JOD
933569873-3,python,2,1,1,0,226.64,JOD
869534038-4,Python,1,2,0,0,344.51,USD
340575219-1,R,1,1,2,2,469.07,Euro
237215774-4,Python,2,1,2,1,311.98,JOD
511351102-1,python,1,1,2,1,190.23,JOD
935618931-5,java,1,0,1,0,123.59,jod
910368355-9,,1,2,1,2,445.75,USD
134434271-X,python,1,0,2,2,386.22,USD
586140336-8,c++,2,0,2,1,221.72,JOD
901540425-9,c++,0,0,1,1,457.11,JOD
031314231-9,JAVA,1,1,0,1,169.98,JOD
050947116-1,python,2,0,0,0,162.61,JOD
941963346-2,Python,1,2,0,2,393.11,JOD
033108439-2,java,1,1,2,2,141.09,Euro
741824276-X,r,0,1,2,2,285.06,Euro
197271697-2,python,0,2,1,0,292.53,euro
873690583-6,PYTHON,0,1,0,1,417.06,jod
277294500-6,r,0,1,2,2,478.89,Euro
756627585-2,java,0,0,0,1,116.18,Dollar
336654167-9,PYTHON,0,0,2,2,304.11,USD
802268024-9,C++,1,2,1,0,279.11,euro
463883049-8,PYTHON,0,2,0,1,344.11,USD
689805107-5,R,2,1,1,2,369.23,jod
927017469-7,JAVA,2,0,1,0,200.07,euro
126501879-0,python,2,1,2,0,401.64,jod
862465267-7,Python,1,2,0,0,139.23,USD
602586857-3,c++,0,1,1,1,422.32,JOD
494346272-3,C++,2,1,1,2,329.93,euro
413451369-3,PYTHON,1,1,0,2,258.05,euro
912489297-1,R,0,2,2,2,402.72,jod
677311772-0,c++,1,1,2,0,129.58,jod
703313363-4,C++,1,1,1,1,356.51,euro
330555236-0,C++,1,2,0,0,139.47,USD
961073742-0,python,0,1,1,0,253.96,jod
251287532-6,R,0,1,2,0,216.22,euro
255497615-5,java,1,2,2,1,415.99,USD
064746461-6,c++,0,0,2,1,211.00,JOD
686113404-X,PYTHON,1,1,2,2,205.04,Dollar
171324345-8,java,1,2,2,2,224.44,USD
474686169-2,JAVA,1,0,2,0,442.59,euro
480651132-3,Python,2,0,2,1,395.80,JOD
705850729-5,JAVA,2,0,2,1,206.33,euro
958956039-3,JAVA,1,1,0,0,110.25,Dollar
338326570-6,Python,2,1,2,1,469.35,JOD
517466123-6,JAVA,1,1,2,1,108.78,USD
878628633-1,JAVA,1,0,1,2,427.53,Euro
574892553-2,java,2,2,2,2,436.17,Dollar
873971988-X,c++,2,2,1,1,272.88,jod
847589796-7,JAVA,0,2,2,1,152.64,jod
940709880-X,JAVA,1,1,2,2,272.00,Euro
