Project_ID,Programming Language,Employee-1,Employee_2,Employee-3,Employee_4,Award,Currency
944668788-8,C++,1,0,1,2,364.51,Euro
064468657-X,java,2,2,0,2,107.23,euro
820063403-5,r,2,2,2,2,179.92,USD
286203145-3,JAVA,2,0,1,0,168.93,Euro
990498009-8,,2,0,1,1,102.78,euro
072634862-7,c++,2,0,1,1,183.56,Euro
413515061-6,c++,1,0,1,2,161.06,jod
121133728-6,c++,1,2,0,0,415.32,euro
919631434-6,java,2,0,2,0,221.88,USD
047779947-7,R,1,2,2,0,346.97,USD
709296169-6,Python,1,1,2,1,422.42,jod
900958533-6,r,1,1,2,0,131.41,euro
635578868-9,Python,0,2,1,0,155.93,Dollar
163360349-0,Python,2,0,0,2,217.99,Dollar
701316253-1,c++,0,0,1,1,266.43,USD
157610641-1,c++,1,0,2,1,160.60,USD
197870871-8,r,2,0,1,0,251.96,Dollar
587610080-3,JAVA,2,0,1,0,340.10,Dollar
801031085-9,C++,2,2,2,2,130.17,JOD
061453613-8,r,1,1,0,1,204.83,jod
797987712-8,c++,1,0,1,0,254.79,jod
048417411-8,C++,2,2,1,0,216.13,USD
387869590-X,R,0,1,0,0,413.40,JOD
025020244-1,JAVA,1,0,0,2,434.08,euro
321436331-X,,2,0,1,2,466.49,jod
266607057-3,python,2,2,2,1,359.83,jod
558715835-7,C++,0,0,2,2,321.66,Dollar
447111435-2,C++,1,2,2,0,330.65,Euro
758073108-8,r,2,1,1,1,155.97,USD
432738443-7,PYTHON,2,0,1,1,267.44,Euro
093163155-6,c++,2,0,2,0,404.64,JOD
089379368-X,java,1,0,1,1,370.47,jod
461792454-X,PYTHON,0,0,1,1,144.21,JOD
838564013-4,python,0,2,1,1,254.09,USD
515136066-3,python,1,0,0,2,252.94,Euro
714302128-8,,2,1,0,2,166.83,JOD
779348829-6,C++,2,1,0,0,196.27,Euro
761225626-6,c++,1,1,1,2,492.68,jod
336453385-7,python,0,1,0,0,333.71,USD
341243423-X,R,1,2,1,1,443.09,Euro
017845369-2,C++,2,0,2,2,492.25,jod
591519897-X,r,2,1,1,2,154.86,jod
890046734-4,r,0,2,0,1,395.62,jod
907972729-6,JAVA,2,0,2,2,424.90,Dollar
768612602-1,R,0,1,0,0,182.39,Euro
447111435-2,C++,1,2,2,0,330.65,Euro
758073108-8,r,2,1,1,1,155.97,USD
432738443-7,PYTHON,2,0,1,1,267.44,Euro
093163155-6,c++,2,0,2,0,404.64,JOD
089379368-X,java,1,0,1,1,370.47,jod
461792454-X,PYTHON,0,0,1,1,144.21,JOD
838564013-4,python,0,2,1,1,254.09,USD
515136066-3,python,1,0,0,2,252.94,Euro
714302128-8,,2,1,0,2,166.83,JOD
779348829-6,C++,2,1,0,0,196.27,Euro
