ProjectID,Programming Language,Employee1,Employee2,Employee3,Employee4,Award,Currency
529363796-7,R,1,2,2,0,355.15,JOD
188183535-9,PYTHON,1,1,2,1,353.44,USD
355774714-X,java,1,0,0,0,193.66,USD
770318861-1,Python,1,1,0,0,109.36,Euro
741400239-X,PYTHON,2,1,0,2,262.82,JOD
322637078-2,JAVA,2,1,0,2,472.51,JOD
658122404-9,java,0,1,1,2,136.77,JOD
033648105-5,R,0,0,1,0,471.10,Euro
605120689-2,java,1,0,2,0,444.59,USD
163692227-9,C++,1,0,1,0,353.64,Euro
565805062-6,C++,1,1,0,2,458.92,USD
315024595-8,Python,0,1,1,1,128.04,USD
593190820-X,PYTHON,0,,2,0,296.31,USD
407930505-2,java,1,2,0,0,190.33,JOD
389718477-X,Python,0,2,2,2,427.56,Euro
242101094-2,R,0,2,2,0,482.50,USD
173022778-3,C++,1,0,1,0,397.08,Euro
536038963-X,c++,1,0,1,0,355.80,Euro
578871660-8,c++,0,2,1,1,197.62,JOD
752532629-0,C++,2,1,0,2,201.98,USD
744301621-2,PYTHON,0,0,1,1,374.98,Euro
652375940-7,PYTHON,2,,0,0,290.65,JOD
236007861-5,java,0,1,1,1,238.89,Euro
661528583-5,java,2,2,1,0,368.45,USD
147901519-9,Python,2,0,1,0,213.94,USD
962348228-0,java,2,2,0,0,363.23,JOD
037581012-9,Python,2,2,0,0,198.64,JOD
231999830-6,Python,0,2,2,0,147.68,Euro
021487722-1,Python,2,2,1,1,305.58,USD
273628016-4,C++,2,0,2,2,468.98,Euro
558955416-0,Python,0,1,0,0,109.03,USD
476905914-0,PYTHON,1,0,2,1,343.46,Euro
940664371-5,R,0,2,1,1,415.11,Euro
526922824-6,java,0,0,1,0,120.10,Euro
616796457-2,c++,0,1,2,1,470.08,Euro
543907781-2,java,0,2,1,0,204.77,USD
248713413-5,C++,0,1,0,2,437.06,Euro
251622993-3,C++,1,2,2,1,266.14,USD
920493507-3,R,0,2,2,0,433.28,USD
199689012-3,C++,0,2,1,1,176.62,USD
717915517-9,c++,1,1,2,1,413.41,JOD
591272502-2,java,1,1,2,1,157.53,Euro
632750137-0,c++,1,1,2,2,499.65,JOD
066527832-2,JAVA,1,1,0,1,150.83,USD
922223483-9,JAVA,0,2,1,1,485.13,JOD
281689898-9,Python,1,0,1,0,467.45,Euro
441828210-6,C++,2,1,1,0,110.02,USD
832042390-2,c++,1,,0,0,421.90,Euro
487602643-2,java,2,0,0,1,453.37,JOD
773254148-0,R,2,1,2,0,159.24,Euro
971771631-5,Python,0,1,2,1,493.46,JOD
154566756-X,java,2,1,1,1,408.82,USD
942812319-6,PYTHON,1,2,0,2,432.77,USD
696658958-6,,0,0,0,0,290.02,JOD
399666946-1,R,1,1,2,1,296.44,JOD
834195014-6,java,1,1,0,0,316.16,USD
898757503-9,c++,1,0,2,2,349.04,Euro
917269718-0,PYTHON,0,2,1,1,346.14,Euro
323431098-X,R,0,0,2,2,144.89,JOD
841535975-6,Python,2,0,1,0,228.60,JOD
800370235-6,PYTHON,0,1,1,2,402.64,Euro
297397009-1,java,0,1,2,1,121.39,USD
927826582-9,C++,0,1,2,0,379.45,Euro
899553433-8,JAVA,2,0,1,0,177.45,Euro
371443505-0,c++,0,2,1,1,274.20,JOD
156408828-6,R,1,0,2,1,349.75,JOD
182382719-5,C++,1,2,1,0,304.72,Euro
091810248-0,c++,0,,1,0,315.50,USD
030851512-9,java,0,,1,2,456.97,JOD
482415958-X,,1,2,1,0,252.86,JOD
735464539-7,R,0,1,1,0,225.58,JOD
394435122-3,java,1,,1,2,308.51,Euro
522662280-5,Python,0,0,1,2,201.51,JOD
673055504-1,java,0,0,1,1,201.93,Euro
562933903-6,java,1,0,0,2,274.88,USD
343976760-4,c++,1,2,1,0,288.97,Euro
908969873-6,PYTHON,2,1,0,1,120.84,Euro
227179284-3,PYTHON,2,2,1,1,450.77,Euro
198957769-5,java,0,2,0,2,397.57,USD
367661255-8,C++,0,1,1,1,197.23,Euro
614431675-2,c++,2,1,2,1,386.64,Euro
266077113-8,PYTHON,2,2,0,2,197.15,Euro
546561321-1,R,2,2,0,1,279.32,Euro
996796675-0,Python,1,1,0,1,339.00,JOD
617274818-1,R,0,2,1,1,387.09,JOD
447754935-0,c++,2,1,2,1,152.27,Euro
379237599-0,R,1,0,0,2,367.81,Euro
764374797-0,Python,2,2,0,1,407.82,Euro
248031557-6,PYTHON,2,2,1,0,427.25,Euro
592492287-1,JAVA,2,1,1,2,142.06,USD
691882700-6,PYTHON,0,2,1,0,109.58,Euro
258355297-X,JAVA,0,2,1,2,259.55,Euro
526221496-7,C++,0,0,1,0,490.27,USD
588409579-1,java,2,0,1,0,393.83,JOD
262833414-3,R,2,1,0,1,493.20,Euro
558060992-2,c++,0,1,1,1,379.14,Euro
905142609-7,JAVA,0,2,2,2,484.56,Euro
483802053-8,java,0,0,1,0,478.15,USD
565810076-3,c++,2,0,0,2,316.84,Euro
488959114-1,java,2,0,0,1,124.92,Euro
897123678-7,PYTHON,1,2,0,0,197.09,USD
488873305-8,PYTHON,2,2,0,2,452.67,USD
313628902-1,R,1,2,1,0,332.94,Euro
983631256-0,JAVA,0,2,2,0,172.04,JOD
489208739-4,c++,0,2,0,2,252.32,JOD
846694642-X,PYTHON,0,1,0,1,414.65,Euro
077145925-4,R,2,1,1,0,371.04,USD
517309923-2,R,0,0,1,1,370.60,Euro
012639518-7,c++,0,2,2,2,211.00,USD
224808294-0,PYTHON,2,2,0,2,477.76,USD
364500336-3,PYTHON,0,1,2,0,119.25,Euro
751201647-6,c++,0,1,2,0,179.92,Euro
108154113-X,c++,0,0,0,2,332.19,Euro
658393789-1,JAVA,0,2,1,1,301.86,JOD
787904363-2,java,2,2,1,2,337.27,USD
097896392-X,c++,2,0,1,0,443.70,Euro
080227996-1,Python,1,2,0,2,327.56,USD
297109957-1,C++,2,0,1,2,236.83,JOD
458852818-1,C++,1,1,0,2,186.21,JOD
948154507-5,c++,0,1,2,2,373.16,Euro
519982547-X,Python,2,,1,0,185.76,Euro
147662381-3,C++,0,1,1,1,136.20,Euro
366837280-2,PYTHON,2,2,0,1,377.94,JOD
280336139-6,JAVA,2,1,0,1,101.22,USD
918017081-1,R,2,0,0,0,283.65,Euro
519690420-4,JAVA,2,1,0,1,415.35,Euro
053499693-0,PYTHON,1,0,1,2,288.98,USD
231529058-9,PYTHON,0,2,0,2,164.65,Euro
583364534-4,JAVA,2,2,0,2,317.03,JOD
455319684-0,R,1,2,1,0,479.93,USD
121977211-9,java,0,2,1,1,489.39,Euro
580561952-0,R,0,1,0,1,168.79,JOD
216267558-7,C++,0,0,0,0,358.41,JOD
635286965-3,C++,0,2,0,0,458.50,JOD
