Store_ID,City,Item_1,Item_2,Item_3,Item_4,Monthly_Sales,Currency
511510793-7,Capital City,2,0,0,2,43583.36,USD
789762579-6,Capital City,0,2,1,1,46317.52,JOD
988515504-X,zaqra,0,0,2,0,22117.30,USD
098300541-9,amman,1,0,1,0,17245.90,USD
895725285-1,zaqra,1,2,2,1,23191.40,JOD
371935719-8,A'zarqa,1,0,0,1,52499.07,JOD
007411735-1,zaqra,0,1,2,2,33634.81,JOD
742660418-7,amman,2,0,1,1,45520.84,JOD
757358659-0,Zarqa,0,0,1,2,38472.43,JOD
267622842-0,Capital City,2,2,0,2,45552.53,USD
028021649-1,amman,0,1,1,1,29491.45,USD
420073189-4,amman,1,1,1,1,33993.99,USD
026201419-X,Capital City,1,2,2,0,17955.84,USD
853033117-6,Amman,0,0,0,2,19208.70,USD
046113616-3,amman,1,0,0,0,14648.53,USD
092189941-6,A'zarqa,1,0,1,1,35238.84,USD
386259432-7,Capital City,2,0,0,0,43420.33,USD
660847926-3,Capital City,2,0,0,0,28311.04,JOD
606213943-1,amman,2,0,0,2,12820.01,JOD
479735371-6,A'zarqa,0,1,1,0,45642.14,USD
069728758-0,Capital City,2,0,1,0,41074.10,JOD
062219715-0,,0,1,2,2,42588.36,JOD
862082108-3,Zarqa,1,1,2,1,30510.70,USD
003957197-1,Capital City,1,0,2,2,13333.12,USD
576165435-0,Capital City,1,1,2,0,41140.44,USD
610702445-X,Capital City,0,2,0,1,24385.30,JOD
061730615-X,Amman,2,0,2,0,41347.39,JOD
652997854-2,,2,2,0,1,44931.73,JOD
634906475-5,zaqra,2,2,1,1,50029.43,JOD
793238075-8,Capital City,1,2,0,2,16387.78,JOD
770767627-0,A'zarqa,0,1,1,0,13837.27,USD
792664314-9,Amman,1,2,2,0,34430.67,JOD
110347087-6,Capital City,1,0,2,2,47888.53,USD
548872451-6,zaqra,0,0,0,1,33340.35,USD
129365163-X,A'zarqa,0,1,2,0,42054.83,USD
336304686-3,A'zarqa,0,1,1,0,49496.56,USD
090928318-4,zaqra,2,2,2,2,28657.14,USD
772967307-X,A'zarqa,1,2,1,2,48241.65,JOD
538345920-0,zaqra,2,0,1,0,31715.60,JOD
850169681-1,amman,0,1,2,2,26270.17,USD
681367467-6,,1,0,1,1,30784.84,USD
223729117-9,amman,0,2,1,0,51191.01,JOD
557813195-6,amman,2,2,0,0,32128.05,USD
874062379-3,A'zarqa,1,1,0,1,49826.85,JOD
883838151-8,A'zarqa,0,2,1,0,34700.84,JOD
864458707-2,Capital City,0,1,2,0,18709.49,USD
533743746-1,A'zarqa,0,0,0,1,38082.01,JOD
450930886-8,Capital City,0,0,0,1,47327.15,JOD
063447066-3,Zarqa,1,1,0,2,16437.26,USD
613664948-9,A'zarqa,0,1,0,2,37367.85,USD
993414129-9,zaqra,1,1,2,0,17519.72,USD
912124175-9,Amman,0,1,2,2,20801.23,JOD
996536085-5,A'zarqa,0,0,0,0,23779.98,JOD
563905648-7,zaqra,2,1,0,2,25544.69,JOD
964946364-X,Capital City,1,0,1,0,51912.56,JOD
719976171-6,Amman,2,0,0,0,29182.25,USD
403176736-6,Amman,0,0,0,0,15700.02,JOD
468627989-5,Amman,1,0,0,1,24266.83,JOD
543541677-9,zaqra,0,0,1,0,48826.17,JOD
513194013-3,amman,1,2,2,2,34865.67,JOD
983242295-7,amman,1,0,0,1,48624.34,USD
599838093-2,amman,1,2,2,2,15590.39,JOD
917844149-8,Zarqa,2,0,2,1,38699.81,USD
464597413-0,Capital City,1,2,1,1,42377.79,JOD
422334410-2,A'zarqa,0,2,0,1,26235.18,JOD
273683670-7,A'zarqa,0,2,0,1,23743.46,USD
489375798-9,amman,1,2,0,0,12214.70,USD
666372054-6,zaqra,1,0,0,2,42275.94,USD
188505146-8,Capital City,1,2,0,0,22845.89,USD
867588898-8,zaqra,1,0,1,0,45779.37,USD
801547470-1,Zarqa,1,1,1,1,28739.89,USD
248046279-X,Zarqa,2,1,2,1,47701.59,JOD
046063516-6,Capital City,0,0,2,1,44777.06,JOD
961600989-3,A'zarqa,0,1,0,2,38303.23,JOD
630597390-3,amman,1,0,2,0,49855.28,USD
558609114-3,Amman,2,1,2,2,46421.20,USD
830343391-1,Zarqa,2,1,2,2,46818.58,USD
567666365-0,Zarqa,0,1,2,0,15006.19,USD
473120714-2,Zarqa,0,0,1,2,20927.24,JOD
605822251-6,amman,2,1,0,2,13936.46,USD
671407060-8,amman,1,0,0,1,16739.19,JOD
704172763-7,Zarqa,1,2,0,2,17443.26,JOD
622298265-4,A'zarqa,0,2,1,0,42575.35,USD
376276171-X,,2,2,2,1,26769.39,JOD
584899363-7,amman,0,1,1,0,44124.35,JOD
329068236-6,zaqra,2,1,1,0,27195.66,JOD
114335024-3,Zarqa,1,0,2,2,33667.13,JOD
939335495-2,zaqra,0,2,0,2,12871.14,JOD
685537970-2,A'zarqa,2,1,2,2,26628.54,JOD
429404485-3,zaqra,0,2,0,1,33945.70,USD
831667208-1,Zarqa,1,0,2,0,48647.92,JOD
970944650-9,Amman,2,0,1,0,38294.34,USD
991948982-4,Capital City,1,2,0,1,45718.30,JOD
773013843-3,Zarqa,0,0,0,2,20054.86,USD
632844181-9,amman,2,0,2,0,25760.95,USD
167844397-2,zaqra,0,1,0,1,50764.02,JOD
251587622-6,Amman,0,0,2,1,52361.74,USD
407290637-9,Zarqa,2,2,0,2,44292.62,USD
981941343-5,A'zarqa,2,0,2,2,31635.30,USD
025720443-1,amman,2,2,0,2,51126.06,JOD
544882736-5,zaqra,2,0,2,1,46410.21,USD
926533682-X,Capital City,2,0,0,1,18391.15,USD
706678966-0,Amman,0,2,1,2,19536.21,JOD
200906700-2,Amman,2,2,1,1,12787.68,USD
609790940-3,zaqra,0,0,1,0,46573.07,JOD
862728281-1,amman,1,1,1,2,36117.53,JOD
607262315-8,Zarqa,2,0,0,0,51886.98,JOD
787343639-X,Amman,1,1,1,0,21059.79,JOD
484707151-4,amman,2,0,0,2,13669.44,JOD
501923794-9,amman,1,1,1,0,17900.32,USD
981799940-8,amman,2,1,2,2,42747.56,USD
522929978-9,Zarqa,0,0,0,2,43966.83,USD
134956823-6,amman,2,0,1,0,51145.87,JOD
695947887-1,Zarqa,1,2,0,1,12032.27,JOD
073193019-3,Zarqa,1,1,2,0,50500.91,USD
274484400-4,zaqra,1,2,2,1,23979.07,JOD
862037879-1,A'zarqa,0,0,2,2,44291.44,JOD
034420047-7,A'zarqa,2,1,0,1,35867.19,JOD
400733457-9,A'zarqa,1,2,2,2,45268.45,JOD
755609694-7,amman,2,0,0,0,24919.76,USD
567881913-5,zaqra,2,0,2,1,42483.98,USD
379690147-6,A'zarqa,0,0,1,1,29142.01,USD
323145133-7,amman,1,2,1,0,45646.16,JOD
796001691-7,zaqra,2,0,0,1,12636.55,USD
095803846-5,amman,1,2,1,0,47779.91,JOD
779154867-4,Zarqa,1,0,2,1,42404.76,USD
085613493-7,zaqra,0,2,2,0,27517.84,JOD
644702432-4,amman,2,0,0,0,20210.61,USD
253623994-2,Zarqa,0,1,2,2,13772.14,JOD
690251027-X,A'zarqa,1,0,1,0,39847.88,JOD
111988241-9,zaqra,0,0,1,0,21019.17,JOD
003998249-1,Capital City,1,1,0,2,30411.14,USD
206601854-6,amman,2,1,0,1,24131.82,USD
419885754-7,amman,2,0,2,2,19398.24,JOD
403532441-8,Zarqa,1,2,1,0,46719.24,USD
997243131-2,A'zarqa,1,2,1,1,38494.87,USD
291392403-4,amman,1,0,0,0,44140.55,JOD
098968397-4,amman,2,1,2,2,12843.87,JOD
687264757-4,Amman,0,1,0,0,36637.53,USD
670154912-8,,0,1,1,2,19261.58,USD
823720428-X,Amman,2,0,2,1,37394.53,JOD
795689144-2,A'zarqa,0,0,2,0,32752.91,JOD
612828604-6,Zarqa,0,1,2,2,52914.08,USD
886787954-5,Capital City,1,1,1,2,19083.31,USD
965075966-2,Amman,2,1,1,0,43681.38,JOD
113738752-1,A'zarqa,1,2,2,2,27649.96,JOD
879624891-2,amman,0,2,1,1,36440.49,USD
092145545-3,zaqra,1,1,2,1,20358.80,USD
044127512-5,A'zarqa,0,2,1,0,25876.89,USD
736026178-3,zaqra,0,0,0,2,24317.09,USD
717411634-5,Capital City,2,0,0,2,46658.27,USD
336214317-2,Amman,0,1,0,2,38118.05,USD
387621180-8,Amman,1,2,1,0,50173.66,USD
132389370-9,amman,1,1,0,1,26065.05,JOD
457853495-2,A'zarqa,2,0,2,2,35199.45,JOD
415343951-7,zaqra,1,2,0,2,52636.45,USD
981161984-0,Zarqa,2,0,2,0,22834.76,JOD
737275672-3,A'zarqa,0,2,1,2,39867.71,JOD
566889094-5,Amman,2,1,0,2,32936.52,JOD
790792108-2,Zarqa,0,1,1,2,32428.48,USD
109695343-9,Capital City,1,0,1,2,44574.04,JOD
834744299-1,A'zarqa,1,0,1,1,39906.94,JOD
830737237-2,A'zarqa,2,2,0,0,51529.13,USD
004661428-1,zaqra,0,0,0,1,30517.46,USD
136463229-2,A'zarqa,2,1,2,2,20510.14,JOD
150272018-3,Capital City,2,2,2,2,32414.11,USD
046325825-8,Capital City,1,1,0,1,44523.92,USD
015945623-1,A'zarqa,0,2,2,0,47043.97,JOD
450489873-X,Amman,2,0,1,1,44992.84,JOD
199113718-4,Amman,1,0,1,2,49555.71,USD
317258737-1,Capital City,2,1,2,1,41047.95,JOD
098662199-4,amman,0,2,0,2,40462.13,USD
795483859-5,A'zarqa,2,1,1,1,24439.50,JOD
555811646-3,Capital City,0,1,0,1,45258.51,JOD
516730995-6,Zarqa,2,0,0,0,42165.13,JOD
038272559-X,Capital City,1,0,0,1,49715.78,USD
641635814-X,Capital City,0,0,0,2,47830.00,JOD
289122832-4,Zarqa,0,1,0,0,20832.65,JOD
745302176-6,A'zarqa,0,1,0,1,28858.17,USD
447296717-0,Zarqa,2,0,2,2,25774.49,USD
148389552-1,Zarqa,0,1,0,2,24985.66,JOD
747429319-6,A'zarqa,0,2,0,1,47377.75,JOD
629981018-1,Zarqa,1,2,2,1,44056.72,USD
743435348-1,A'zarqa,0,2,0,0,44008.11,JOD
987761857-5,,1,0,0,1,20136.60,JOD
212159082-X,zaqra,2,1,1,1,51213.73,JOD
411230310-6,A'zarqa,0,1,2,2,21974.92,USD
231742774-3,zaqra,2,2,2,0,12928.30,JOD
979595156-4,A'zarqa,0,1,2,0,23723.32,JOD
861287638-9,,1,0,1,2,23728.15,USD
440985779-7,Zarqa,1,2,2,2,43175.83,USD
423555727-0,Zarqa,0,0,1,0,51457.44,JOD
581539935-3,Amman,2,0,1,1,49469.27,JOD
571116883-5,zaqra,2,0,1,2,47629.08,USD
243533893-7,Capital City,0,0,1,2,26701.27,JOD
524202119-5,Capital City,2,0,0,2,12861.03,JOD
186269541-5,zaqra,2,0,2,1,34589.07,USD
957361718-8,Amman,2,2,1,2,24465.34,USD
584067090-1,A'zarqa,2,1,0,0,23434.15,JOD
636797490-3,Amman,0,1,2,1,23714.87,JOD
381630651-9,,1,2,0,0,42905.41,JOD
291721054-0,Amman,2,1,1,0,38176.86,USD
666619335-0,Zarqa,2,0,1,2,40655.56,USD
515198273-7,Zarqa,2,0,2,2,45478.59,USD
392215931-1,zaqra,2,2,2,1,48760.96,USD
672812069-6,Zarqa,2,2,0,1,15990.88,JOD
515661452-3,amman,2,0,0,0,47904.20,JOD
620055918-X,Amman,0,0,1,1,45565.83,JOD
894099323-3,zaqra,2,2,0,0,13104.50,JOD
880681910-0,A'zarqa,1,1,2,1,14557.52,USD
636162441-2,amman,0,2,0,1,14128.34,USD
247943362-5,Zarqa,0,1,2,1,48433.24,USD
446687381-X,Amman,2,1,0,1,33367.86,JOD
760998001-3,amman,1,1,1,0,17189.63,JOD
402989169-1,amman,0,0,2,2,31882.07,JOD
696187386-3,Capital City,0,0,1,2,38479.60,USD
457917574-3,zaqra,0,1,0,2,51299.51,USD
739829066-7,,0,2,1,0,38976.53,JOD
056151968-4,amman,1,0,0,0,36888.69,JOD
820413351-0,Capital City,2,1,0,1,31450.85,USD
364407978-1,Zarqa,1,2,1,0,29550.79,USD
291580574-1,Amman,1,2,2,2,28897.45,USD
502454127-8,A'zarqa,2,2,1,2,50941.04,USD
500804016-2,,2,1,2,1,13851.57,USD
545799403-1,Capital City,0,1,2,2,49714.45,USD
436943138-7,zaqra,0,0,0,1,22585.02,JOD
154390450-5,amman,0,2,0,0,40139.33,USD
228186431-6,,2,0,0,1,16789.37,JOD
567417356-7,Amman,1,2,1,0,34707.21,JOD
917585457-0,A'zarqa,0,2,0,1,43281.46,USD
999127471-5,Zarqa,2,2,1,0,19710.92,USD
532972372-8,zaqra,0,1,1,2,43680.63,JOD
266803737-9,A'zarqa,1,1,2,2,20821.79,JOD
964837075-3,zaqra,2,0,2,1,48470.88,JOD
978474410-4,Amman,2,0,2,2,32416.61,JOD
930293096-3,Capital City,1,0,2,1,35866.81,USD
981394780-2,Capital City,2,2,2,0,49331.75,JOD
078099783-2,amman,2,1,1,2,38727.86,JOD
500500602-8,Amman,0,2,2,1,38999.25,JOD
682992534-7,amman,1,2,1,2,52016.27,JOD
326997206-7,amman,1,1,2,2,17688.52,JOD
556211228-0,Zarqa,0,1,1,2,46194.31,USD
843047713-6,A'zarqa,0,0,2,2,27898.78,USD
151458086-1,A'zarqa,0,0,0,2,33052.64,USD
921716564-6,Amman,0,1,2,2,14184.08,USD
360431010-5,amman,0,0,1,2,45108.87,JOD
310665147-4,zaqra,2,2,2,2,18181.01,USD
226333210-3,Zarqa,0,0,1,1,25542.51,JOD
648989001-1,Capital City,0,0,0,0,23172.20,USD
249258781-9,Zarqa,0,1,0,2,13460.67,USD
012525405-9,Zarqa,0,1,0,1,49604.67,JOD
821968170-5,zaqra,0,0,0,0,37862.82,JOD
047237041-3,A'zarqa,2,2,2,1,27026.41,JOD
696061356-6,amman,2,2,1,1,32989.19,JOD
808530445-7,,0,0,1,1,16520.41,JOD
150110114-5,amman,1,0,2,0,30743.04,JOD
598060901-6,zaqra,2,0,1,2,12348.78,USD
295548696-5,amman,1,1,2,1,23980.38,USD
611095376-8,Zarqa,1,1,0,1,13747.35,USD
474782785-4,amman,1,0,2,2,45959.07,JOD
196414747-6,zaqra,1,1,0,0,16249.92,JOD
261665019-3,zaqra,1,1,1,1,23579.61,USD
620999735-X,A'zarqa,0,2,0,0,18169.04,JOD
586846360-9,Amman,0,1,1,1,48119.15,USD
345431873-4,Amman,1,2,1,2,51165.80,USD
207136595-X,Zarqa,0,0,0,1,19917.60,USD
955773381-0,Capital City,2,2,1,1,30264.86,JOD
687663832-4,zaqra,0,1,0,0,18721.89,JOD
690910482-X,zaqra,1,1,1,2,38444.38,USD
214308203-7,Amman,2,0,1,1,44221.95,JOD
462151294-3,Capital City,1,2,2,1,50362.34,JOD
481780561-7,Capital City,1,2,0,0,18210.86,JOD
587883943-1,zaqra,2,2,0,2,33222.00,USD
277712167-2,zaqra,1,1,0,2,33696.61,USD
989944975-X,A'zarqa,0,0,1,1,46032.78,USD
128189886-4,Zarqa,1,2,0,2,14544.46,USD
411600811-7,Amman,0,1,1,0,15710.87,JOD
119007266-1,Capital City,1,0,0,2,16212.95,USD
624187265-6,Capital City,1,0,2,1,28006.63,USD
397005586-5,A'zarqa,0,1,1,1,20368.14,USD
005670566-2,zaqra,2,1,2,1,52620.66,USD
439122834-3,Amman,1,2,0,2,52129.80,JOD
636333434-9,Zarqa,0,1,0,2,40516.77,USD
758280875-4,Amman,0,2,2,1,46537.91,JOD
344762313-6,amman,1,2,0,2,29708.62,JOD
017245333-X,zaqra,0,0,0,2,35557.33,USD
885791230-2,Zarqa,1,2,0,0,21753.48,USD
179329584-0,A'zarqa,2,0,1,1,39557.12,USD
899684528-0,Capital City,2,0,1,2,35690.94,JOD
622382500-5,Amman,0,2,0,2,46506.22,USD
440086497-9,Capital City,2,2,0,2,12453.94,JOD
448485741-3,A'zarqa,1,1,0,0,34850.59,JOD
350412177-7,A'zarqa,0,1,1,1,37990.58,JOD
650921188-2,Zarqa,0,0,0,1,42808.75,JOD
496446538-1,A'zarqa,2,1,2,2,30463.84,USD
177221273-3,Zarqa,0,1,2,1,40224.13,JOD
457071446-3,A'zarqa,2,0,0,1,41688.92,USD
443987086-4,Capital City,0,2,0,1,37453.85,JOD
474086656-0,A'zarqa,1,1,0,0,39052.29,USD
317858500-1,Capital City,2,2,2,0,49690.33,JOD
443671256-7,,2,0,1,1,24199.60,JOD
664782558-4,Zarqa,0,2,0,1,41227.23,USD
623686853-0,Zarqa,1,0,0,2,45840.11,USD
803539208-5,Zarqa,0,0,2,0,28515.64,USD
168795928-5,Capital City,2,1,0,1,35541.86,USD
677408163-0,A'zarqa,2,0,1,1,13941.92,JOD
834706165-3,amman,0,2,2,2,18217.54,USD
602460856-X,Amman,1,2,0,1,46409.96,USD
437489855-7,Amman,2,1,2,2,30142.54,JOD
033448193-7,Capital City,0,0,0,1,49317.25,JOD
238205540-5,amman,1,2,1,0,52839.80,JOD
425569377-3,Capital City,2,0,2,1,32488.31,USD
617593512-8,Zarqa,1,0,2,2,33133.13,USD
123318400-8,Zarqa,2,0,1,0,48048.62,JOD
357300787-2,Zarqa,1,2,2,0,23577.35,JOD
679027474-X,zaqra,1,1,0,1,17319.26,USD
105560996-2,Zarqa,2,2,0,2,40051.30,JOD
989910140-0,amman,1,1,1,1,37101.11,USD
189419132-3,Amman,0,2,2,2,38151.27,USD
547720062-6,Amman,1,0,1,1,40878.67,JOD
873218879-X,Capital City,2,1,0,2,51334.88,JOD
033202762-7,zaqra,0,2,1,1,43135.92,JOD
378315400-6,Zarqa,2,1,2,1,12987.12,JOD
519116715-5,zaqra,0,2,0,0,21270.35,JOD
527644474-9,Zarqa,0,0,0,1,12711.07,USD
900608293-7,Zarqa,2,2,1,1,19764.51,JOD
780046067-3,zaqra,1,2,2,2,52613.80,USD
003773384-2,Amman,0,2,0,2,52217.86,USD
962547667-9,zaqra,1,2,1,1,51765.06,USD
116234709-0,amman,1,2,1,0,28704.06,JOD
164814211-7,Zarqa,0,0,0,0,33080.82,JOD
937856978-1,Capital City,1,0,1,1,47188.43,JOD
562395740-4,A'zarqa,1,1,2,2,28060.18,JOD
634095847-8,amman,0,2,0,1,51718.74,JOD
585463708-1,A'zarqa,2,2,2,2,49848.87,JOD
136135745-2,Capital City,1,1,2,2,52704.14,JOD
817289775-8,A'zarqa,2,2,0,0,29713.50,USD
181815454-4,Amman,2,0,2,1,44807.83,JOD
310090378-1,Zarqa,2,2,1,1,18178.93,JOD
439514262-1,Capital City,0,0,0,2,12606.78,JOD
522620354-3,amman,0,1,0,0,17589.93,JOD
496904738-3,zaqra,2,0,0,2,30618.59,JOD
238842386-4,amman,2,1,2,0,47147.04,JOD
571925482-X,Amman,2,2,0,2,29552.45,JOD
732878613-2,Capital City,0,0,2,0,40607.80,USD
053148366-5,zaqra,1,0,2,1,43678.94,USD
665462251-0,Zarqa,2,2,2,1,51002.99,JOD
161712043-X,amman,2,1,2,0,50341.88,JOD
819563880-5,A'zarqa,2,0,2,0,31686.53,USD
684238685-3,Capital City,0,2,0,0,44641.62,JOD
487505357-6,Zarqa,2,2,2,1,27158.83,JOD
591024305-5,Zarqa,2,2,1,0,28490.71,JOD
316957510-4,amman,0,0,0,1,20029.91,JOD
572147084-4,Zarqa,2,0,2,1,23873.19,USD
608767718-6,Zarqa,2,2,1,0,46740.21,USD
160925110-5,Capital City,1,0,0,0,17974.24,USD
429600524-3,Zarqa,0,2,2,2,45958.48,JOD
471221532-1,Zarqa,2,0,2,1,45353.22,JOD
224460115-3,Amman,0,1,0,0,51308.85,JOD
161566225-1,Capital City,0,1,1,1,37209.70,USD
127815848-0,zaqra,0,2,1,2,12101.17,USD
073794905-8,Capital City,0,0,2,2,30410.61,JOD
481089870-9,zaqra,1,2,2,2,16521.77,USD
749662667-8,,0,2,1,0,43625.19,USD
318549778-3,Zarqa,0,1,1,0,45129.69,USD
851685596-1,zaqra,0,2,0,0,39513.49,JOD
932321462-0,zaqra,1,0,0,0,52841.18,USD
954645342-0,Capital City,1,1,1,2,34038.11,USD
502797823-5,amman,0,0,2,0,52535.72,JOD
673147930-6,Zarqa,1,0,1,1,24009.62,USD
783022967-8,A'zarqa,1,2,0,0,30093.50,USD
223015467-2,A'zarqa,0,0,2,2,28606.25,USD
139120017-9,zaqra,2,1,1,2,50758.71,JOD
694143301-9,zaqra,2,0,0,2,31556.23,JOD
717928292-8,Zarqa,1,0,2,1,31616.81,USD
346433533-X,A'zarqa,2,2,1,2,22252.32,JOD
614712692-X,amman,2,1,0,1,37104.27,JOD
732114674-X,amman,1,2,2,1,23081.36,JOD
284645513-9,Capital City,0,1,1,2,43671.12,JOD
924153999-2,zaqra,2,1,1,1,41336.17,JOD
956140994-1,,2,0,0,0,21440.69,JOD
594405134-5,amman,0,0,2,2,46293.11,USD
381739042-4,A'zarqa,1,0,2,2,30718.53,USD
425898522-8,Zarqa,0,1,0,2,22932.71,USD
779652127-8,Zarqa,1,2,2,2,19021.92,JOD
359487799-X,A'zarqa,0,2,0,2,34144.86,JOD
696642740-3,Zarqa,0,2,2,1,45323.22,JOD
219878876-4,Zarqa,2,2,0,2,29737.63,USD
414448356-8,Capital City,0,2,1,0,20643.46,JOD
034241753-3,Zarqa,0,0,1,2,41673.06,USD
474817361-0,A'zarqa,1,1,0,0,18743.51,USD
047288532-4,amman,0,2,2,0,47698.48,USD
661266854-7,A'zarqa,0,1,0,0,52202.72,USD
319921628-5,amman,0,1,1,2,17641.22,USD
868374552-X,amman,0,2,0,1,28667.74,USD
357627281-X,Zarqa,0,1,2,0,28335.36,USD
118591067-0,Amman,0,2,2,0,26337.12,USD
578651603-2,zaqra,1,0,0,1,26790.04,USD
478520435-4,zaqra,1,2,2,1,28821.63,USD
735836485-6,Amman,1,2,2,0,24397.92,USD
825987899-2,amman,1,0,2,1,35776.17,USD
851778476-6,Capital City,1,2,1,0,44702.46,USD
473615855-7,A'zarqa,1,2,0,0,23271.63,USD
791272071-5,amman,0,2,1,2,30974.61,JOD
607866496-4,,2,1,2,2,24128.41,USD
445415600-X,A'zarqa,1,0,0,2,41156.65,USD
903540098-4,Amman,1,1,0,0,14169.23,JOD
527767478-0,amman,2,1,2,2,31774.03,USD
843730276-5,Amman,0,1,2,2,23461.93,JOD
656638687-4,Zarqa,0,0,2,1,17174.11,USD
936644039-8,zaqra,1,1,0,2,19521.74,JOD
064317355-2,Amman,1,1,0,0,12752.72,JOD
098366390-4,amman,0,1,0,2,34573.51,USD
603162031-6,Capital City,0,2,1,1,49102.35,USD
043266652-4,Amman,0,0,0,2,35346.33,JOD
790697407-7,zaqra,1,2,1,2,19330.90,JOD
099653591-8,Amman,2,0,0,2,28546.92,JOD
875645493-7,zaqra,1,1,0,2,28428.10,JOD
044862530-X,Zarqa,1,0,1,1,40421.59,USD
790379362-4,Amman,0,0,0,0,44403.37,JOD
976565139-2,zaqra,0,2,1,2,32519.00,JOD
979241692-7,A'zarqa,1,1,0,1,33292.20,JOD
407382844-4,zaqra,1,2,2,0,48869.04,USD
214012273-9,,1,1,0,1,34514.48,USD
658409096-5,A'zarqa,0,0,1,1,40962.30,JOD
727720589-8,Capital City,1,0,1,0,42891.13,JOD
244887398-4,Zarqa,0,1,2,1,31700.99,USD
060250622-0,A'zarqa,2,2,1,2,48221.99,USD
240396638-X,zaqra,0,2,2,2,37612.83,JOD
295958964-5,Amman,2,2,2,0,18402.19,USD
070442735-4,amman,1,2,0,0,24890.61,JOD
425665334-1,Capital City,2,1,1,0,30028.13,JOD
010121837-0,A'zarqa,0,2,1,2,18848.81,USD
013280926-5,Amman,0,0,2,0,17810.67,JOD
087530374-9,zaqra,2,0,0,2,44329.90,USD
498203618-7,A'zarqa,1,1,2,1,25713.30,USD
302035207-X,Amman,1,0,1,0,40265.38,JOD
043543745-3,amman,1,1,2,2,33130.44,JOD
397693305-8,A'zarqa,0,2,2,2,51041.22,USD
376865083-9,A'zarqa,2,1,1,2,47342.54,JOD
133372046-7,A'zarqa,0,1,1,0,21738.99,USD
165424027-3,amman,2,2,0,2,18549.63,USD
298126334-X,Zarqa,1,2,0,2,19424.84,JOD
921319090-5,Capital City,2,0,2,0,12208.43,USD
282701267-7,zaqra,2,0,1,0,34268.89,JOD
881067451-0,zaqra,1,1,1,1,26484.36,USD
106427649-0,Capital City,0,0,0,2,13497.95,JOD
879393562-5,Amman,0,0,0,1,51834.39,JOD
967386873-5,Zarqa,1,1,1,1,27500.47,JOD
659039535-7,amman,2,1,2,0,12643.53,USD
